"menu_item_id","region","crust","size","variable","value","radius","area","px_inc"
"10568163","Northeast","hand-tossed","14","zero_topping_px","13"," 7","154","0.084"
" 1467484","Midwest","stuffed","14","zero_topping_px","14"," 7","154","0.094"
"11854162","West","hand-tossed","18","one_topping_px","16"," 9","254","0.063"
" 3718404","West","thin","14","three_topping_px","13"," 7","154","0.088"
" 9826821","Midwest","deep dish","14","one_topping_px","17"," 7","154","0.110"
"10523577","South","thin","12","one_topping_px"," 9"," 6","113","0.079"
" 8915049","West","thin","12","zero_topping_px","11"," 6","113","0.097"
" 7867191","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.117"
"10058520","South","deep dish","18","two_topping_px","21"," 9","254","0.082"
" 4579228","Midwest","thin","14","zero_topping_px","12"," 7","154","0.078"
" 8084559","Midwest","thin","12","zero_topping_px","12"," 6","113","0.106"
" 4788046","West","thin","14","three_topping_px","11"," 7","154","0.071"
"10345066","South","stuffed","14","one_topping_px","16"," 7","154","0.104"
" 8203603","Midwest","thin","16","four_topping_px","34"," 8","201","0.169"
"10638781","Midwest","thin","12","one_topping_px","12"," 6","113","0.106"
" 8537616","Northeast","thin","12","four_topping_px","15"," 6","113","0.137"
" 2076788","West","thin","14","zero_topping_px","11"," 7","154","0.071"
" 8955738","Northeast","thin","16","four_topping_px","22"," 8","201","0.112"
" 1894895","Midwest","thin","16","two_topping_px","16"," 8","201","0.082"
"11910928","Midwest","stuffed","16","two_topping_px","21"," 8","201","0.106"
"   94091","Midwest","stuffed","10","one_topping_px","14"," 5"," 79","0.172"
" 9002311","West","hand-tossed","10","one_topping_px","10"," 5"," 79","0.127"
" 8276806","Midwest","stuffed","14","two_topping_px","18"," 7","154","0.117"
" 7558955","South","hand-tossed","14","zero_topping_px"," 9"," 7","154","0.058"
" 6192733","Midwest","stuffed","14","zero_topping_px","16"," 7","154","0.102"
" 9705570","South","hand-tossed","14","zero_topping_px","14"," 7","154","0.088"
" 9161405","Northeast","deep dish"," 9","four_topping_px","10"," 4"," 64","0.153"
" 1652462","South","thin","12","two_topping_px"," 9"," 6","113","0.079"
" 9115121","Midwest","hand-tossed","12","three_topping_px"," 6"," 6","113","0.053"
" 7060656","Midwest","thin","12","one_topping_px","10"," 6","113","0.088"
"  553002","Midwest","thin","14","three_topping_px","19"," 7","154","0.123"
"11984977","West","hand-tossed","14","zero_topping_px","12"," 7","154","0.078"
" 1410760","Midwest","thin","18","two_topping_px","18"," 9","254","0.073"
"10375917","South","thin","14","three_topping_px","12"," 7","154","0.078"
" 6165718","South","thin","14","one_topping_px","11"," 7","154","0.071"
"  308044","Midwest","deep dish","14","two_topping_px","23"," 7","154","0.152"
" 6334978","Northeast","hand-tossed","14","zero_topping_px","10"," 7","154","0.065"
" 4055795","Midwest","stuffed","14","three_topping_px","17"," 7","154","0.110"
"11910926","Midwest","thin","14","zero_topping_px","14"," 7","154","0.093"
" 2453287","West","thin","16","three_topping_px","18"," 8","201","0.091"
" 1643565","Midwest","thin","12","four_topping_px","12"," 6","113","0.106"
" 1398824","Midwest","thin","12","three_topping_px"," 9"," 6","113","0.079"
" 3287318","West","hand-tossed","14","two_topping_px","39"," 7","154","0.253"
"10206495","Midwest","deep dish","12","two_topping_px","15"," 6","113","0.137"
" 4900684","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.099"
" 9995932","Midwest","stuffed","16","four_topping_px","24"," 8","201","0.120"
"  888541","Midwest","stuffed","10","four_topping_px","14"," 5"," 79","0.178"
" 6872151","Northeast","hand-tossed","12","one_topping_px","10"," 6","113","0.091"
"10171423","South","hand-tossed","16","three_topping_px","13"," 8","201","0.065"
"  823945","Northeast","thin"," 8","zero_topping_px"," 7"," 4"," 50","0.139"
" 9949587","Midwest","stuffed","14","two_topping_px","18"," 7","154","0.119"
" 6985753","South","thin","16","four_topping_px","19"," 8","201","0.097"
"11984915","West","thin","10","zero_topping_px"," 5"," 5"," 79","0.067"
"  670629","West","thin","16","zero_topping_px","17"," 8","201","0.087"
" 1510388","Midwest","thin","14","three_topping_px","14"," 7","154","0.089"
"10276893","Midwest","hand-tossed","18","four_topping_px","12"," 9","254","0.047"
"10367508","Northeast","hand-tossed","16","three_topping_px","13"," 8","201","0.065"
" 7867191","Midwest","deep dish","14","three_topping_px","19"," 7","154","0.122"
" 1501144","Midwest","thin","14","two_topping_px","17"," 7","154","0.110"
" 9467139","West","thin","18","zero_topping_px","21"," 9","254","0.083"
" 7777920","Northeast","hand-tossed","18","one_topping_px","14"," 9","254","0.055"
" 9523413","Midwest","stuffed","12","three_topping_px","16"," 6","113","0.139"
" 9840232","Northeast","thin","16","zero_topping_px","18"," 8","201","0.089"
" 9735875","Midwest","thin","14","zero_topping_px","19"," 7","154","0.123"
"11721370","Midwest","thin","10","zero_topping_px","11"," 5"," 79","0.146"
" 6561635","Midwest","thin","16","two_topping_px","19"," 8","201","0.093"
"  648741","West","hand-tossed","12","one_topping_px","12"," 6","113","0.109"
" 1908755","Midwest","thin","12","three_topping_px","12"," 6","113","0.106"
" 6821413","South","thin","18","zero_topping_px","23"," 9","254","0.090"
"  318972","Midwest","thin","12","three_topping_px","15"," 6","113","0.137"
" 8575966","Midwest","stuffed","10","four_topping_px","12"," 5"," 79","0.153"
" 7535137","West","hand-tossed","20","four_topping_px","26","10","314","0.083"
" 6674354","Midwest","hand-tossed","10","two_topping_px","10"," 5"," 79","0.133"
"10240474","Midwest","hand-tossed","16","four_topping_px","11"," 8","201","0.055"
" 7534845","Northeast","hand-tossed","18","one_topping_px","17"," 9","254","0.067"
" 1887449","Northeast","thin","18","four_topping_px","22"," 9","254","0.086"
" 9602081","Midwest","thin","12","two_topping_px","10"," 6","113","0.092"
" 1050778","Northeast","thin","16","four_topping_px","11"," 8","201","0.055"
" 8362548","West","hand-tossed","10","zero_topping_px"," 7"," 5"," 79","0.092"
" 4579228","Midwest","thin","14","zero_topping_px","12"," 7","154","0.078"
" 8747602","Midwest","thin","16","zero_topping_px","14"," 8","201","0.069"
" 9415880","Northeast","hand-tossed","12","two_topping_px","12"," 6","113","0.106"
" 8419760","Midwest","thin","12","two_topping_px","10"," 6","113","0.087"
" 8553663","Midwest","thin","14","three_topping_px","31"," 7","154","0.201"
" 3732264","Midwest","stuffed","10","two_topping_px","14"," 5"," 79","0.185"
"  771482","South","thin","16","zero_topping_px","15"," 8","201","0.075"
" 7062692","South","hand-tossed","12","four_topping_px","12"," 6","113","0.106"
" 7885337","South","deep dish","10","three_topping_px"," 9"," 5"," 79","0.121"
" 9506000","Northeast","thin","16","one_topping_px","18"," 8","201","0.089"
"   20611","Midwest","thin","12","one_topping_px","12"," 6","113","0.102"
" 9697700","Midwest","thin","16","zero_topping_px","14"," 8","201","0.070"
"  107778","Midwest","thin","18","three_topping_px","23"," 9","254","0.089"
" 1493006","Midwest","thin","14","zero_topping_px","10"," 7","154","0.065"
" 6331564","Midwest","stuffed","12","three_topping_px","15"," 6","113","0.133"
" 6820839","South","stuffed"," 8","one_topping_px","10"," 4"," 50","0.199"
" 1884723","Midwest","deep dish","16","four_topping_px","18"," 8","201","0.089"
"  391771","Northeast","hand-tossed","14","one_topping_px","16"," 7","154","0.104"
"11910124","Midwest","stuffed","12","three_topping_px","18"," 6","113","0.161"
" 8794892","South","thin","14","two_topping_px","11"," 7","154","0.071"
"10116020","West","deep dish","12","three_topping_px","15"," 6","113","0.130"
" 8554224","Midwest","stuffed","16","one_topping_px","23"," 8","201","0.112"
" 8889602","South","stuffed","14","three_topping_px","16"," 7","154","0.104"
" 8526314","South","hand-tossed","10","two_topping_px","10"," 5"," 79","0.122"
"  898806","West","hand-tossed","12","one_topping_px","15"," 6","113","0.130"
"11910122","Midwest","thin","14","three_topping_px","16"," 7","154","0.103"
" 8845405","Midwest","hand-tossed","20","two_topping_px","20","10","314","0.063"
" 9813861","South","thin","12","three_topping_px","13"," 6","113","0.115"
" 9625808","Midwest","thin","16","two_topping_px","16"," 8","201","0.081"
" 9643150","West","thin","12","two_topping_px","10"," 6","113","0.093"
" 8629561","Midwest","thin","12","two_topping_px","11"," 6","113","0.095"
" 8203601","Midwest","thin","12","four_topping_px","25"," 6","113","0.224"
"10077729","West","thin","14","two_topping_px","11"," 7","154","0.074"
" 9456859","South","thin","12","zero_topping_px"," 8"," 6","113","0.071"
" 9114695","Midwest","thin","10","three_topping_px"," 5"," 5"," 79","0.063"
"11898584","Midwest","thin","10","one_topping_px","12"," 5"," 79","0.158"
" 8887659","South","hand-tossed","12","zero_topping_px","14"," 6","113","0.124"
" 4900683","Midwest","thin","14","zero_topping_px","14"," 7","154","0.088"
" 1649897","Midwest","stuffed","10","two_topping_px"," 1"," 5"," 79","0.018"
" 8915037","West","hand-tossed","24","one_topping_px","23","12","452","0.051"
" 1402381","Midwest","thin","14","one_topping_px","14"," 7","154","0.090"
"10212631","West","thin","16","one_topping_px","17"," 8","201","0.087"
" 8495973","West","thin","14","three_topping_px","11"," 7","154","0.071"
" 1682289","Midwest","stuffed","12","two_topping_px","16"," 6","113","0.137"
" 2476419","Midwest","thin","14","four_topping_px","14"," 7","154","0.091"
" 7062692","South","hand-tossed","12","zero_topping_px","12"," 6","113","0.106"
" 6238502","Midwest","hand-tossed","16","four_topping_px","15"," 8","201","0.075"
"   17932","Midwest","stuffed","14","two_topping_px","21"," 7","154","0.140"
" 8639625","West","thin","16","three_topping_px","14"," 8","201","0.070"
" 9854081","West","hand-tossed","16","four_topping_px","18"," 8","201","0.089"
" 7923977","Midwest","hand-tossed","16","four_topping_px","20"," 8","201","0.099"
"10251278","Midwest","stuffed","12","two_topping_px","15"," 6","113","0.130"
"11871725","West","hand-tossed","26","zero_topping_px","25","13","531","0.047"
"  605600","West","hand-tossed","28","zero_topping_px","29","14","616","0.047"
" 2283662","Midwest","deep dish","12","four_topping_px","23"," 6","113","0.203"
" 9978170","West","thin","16","zero_topping_px","12"," 8","201","0.059"
"11756169","Midwest","deep dish","16","three_topping_px","22"," 8","201","0.109"
" 4597715","Midwest","thin"," 9","two_topping_px","11"," 4"," 64","0.172"
" 7063204","Northeast","thin","10","zero_topping_px"," 7"," 5"," 79","0.089"
"   20926","Midwest","thin","12","four_topping_px","17"," 6","113","0.154"
" 1636905","South","hand-tossed","12","three_topping_px"," 9"," 6","113","0.079"
" 7944905","West","thin","10","two_topping_px"," 9"," 5"," 79","0.112"
"11843642","Midwest","hand-tossed","12","four_topping_px","23"," 6","113","0.201"
" 9523427","Midwest","thin","16","one_topping_px","15"," 8","201","0.076"
"  354882","South","hand-tossed","12","zero_topping_px"," 9"," 6","113","0.079"
"10365130","South","thin","14","four_topping_px","12"," 7","154","0.078"
"  388029","Midwest","hand-tossed","16","two_topping_px","23"," 8","201","0.116"
" 2477072","Midwest","stuffed","12","three_topping_px","16"," 6","113","0.141"
"10987968","Northeast","hand-tossed","18","one_topping_px","21"," 9","254","0.082"
" 1541108","Midwest","thin"," 8","one_topping_px"," 7"," 4"," 50","0.141"
" 8399184","Midwest","thin","12","four_topping_px","22"," 6","113","0.194"
" 9807197","South","deep dish","12","zero_topping_px","11"," 6","113","0.102"
" 8645567","Midwest","thin","10","zero_topping_px"," 7"," 5"," 79","0.089"
" 8707059","Northeast","stuffed","12","four_topping_px","11"," 6","113","0.097"
" 8632070","Midwest","thin","10","two_topping_px","14"," 5"," 79","0.172"
"  571024","West","hand-tossed","16","four_topping_px","19"," 8","201","0.093"
" 9667529","West","thin","15","three_topping_px","18"," 8","177","0.104"
"10203403","Midwest","stuffed","12","two_topping_px","32"," 6","113","0.281"
" 3137803","Midwest","stuffed","14","one_topping_px","14"," 7","154","0.094"
" 9871777","Midwest","thin","12","one_topping_px","21"," 6","113","0.189"
" 1786373","West","hand-tossed","14","one_topping_px","12"," 7","154","0.081"
" 9936325","West","thin","10","one_topping_px"," 9"," 5"," 79","0.114"
"  351073","Midwest","thin","10","four_topping_px"," 8"," 5"," 79","0.099"
" 7926871","West","thin","18","two_topping_px","22"," 9","254","0.088"
"  167400","West","thin","14","two_topping_px","15"," 7","154","0.101"
" 5446932","Midwest","thin","12","zero_topping_px","11"," 6","113","0.097"
" 7954381","West","hand-tossed","10","one_topping_px"," 8"," 5"," 79","0.100"
" 7847686","Midwest","hand-tossed","12","one_topping_px","19"," 6","113","0.169"
"10128449","South","thin","14","one_topping_px","21"," 7","154","0.135"
" 9013136","West","hand-tossed","12","one_topping_px"," 8"," 6","113","0.074"
"   17930","Midwest","hand-tossed","12","zero_topping_px","11"," 6","113","0.097"
" 6331564","Midwest","stuffed","12","two_topping_px","15"," 6","113","0.133"
"10320094","Midwest","stuffed","18","three_topping_px","20"," 9","254","0.079"
" 8526314","South","hand-tossed","10","three_topping_px","10"," 5"," 79","0.132"
" 2527905","Midwest","thin","14","four_topping_px","14"," 7","154","0.093"
" 9818801","South","thin","14","one_topping_px","26"," 7","154","0.169"
"10029045","Northeast","thin","24","four_topping_px","20","12","452","0.044"
" 7088282","Northeast","hand-tossed","16","zero_topping_px","13"," 8","201","0.065"
"11863009","South","thin","14","three_topping_px","19"," 7","154","0.123"
"10148482","South","thin","14","two_topping_px","12"," 7","154","0.081"
" 3171956","Midwest","deep dish","12","zero_topping_px","12"," 6","113","0.110"
" 5889659","Midwest","thin","14","one_topping_px","14"," 7","154","0.093"
" 1956215","Midwest","thin","14","two_topping_px","14"," 7","154","0.088"
" 7885337","South","deep dish"," 8","one_topping_px"," 6"," 4"," 50","0.119"
"10118438","South","hand-tossed","16","one_topping_px","13"," 8","201","0.065"
" 6355300","Midwest","thin","14","four_topping_px","11"," 7","154","0.070"
" 9077905","Midwest","hand-tossed","16","one_topping_px","15"," 8","201","0.075"
"  571023","West","hand-tossed","14","zero_topping_px","10"," 7","154","0.065"
"10577107","Midwest","thin","16","three_topping_px","14"," 8","201","0.069"
"  544974","Midwest","deep dish","16","two_topping_px","24"," 8","201","0.119"
" 1016266","Midwest","stuffed","12","one_topping_px","18"," 6","113","0.159"
" 8266886","Midwest","stuffed","16","zero_topping_px","20"," 8","201","0.098"
" 8420657","Midwest","deep dish","14","one_topping_px","12"," 7","154","0.075"
"10680611","Midwest","thin","14","three_topping_px","19"," 7","154","0.123"
" 4055889","Midwest","thin","16","zero_topping_px","18"," 8","201","0.090"
"10291683","Midwest","thin","18","zero_topping_px","18"," 9","254","0.072"
" 1451402","Midwest","thin","18","four_topping_px","19"," 9","254","0.077"
" 9233806","West","stuffed","12","one_topping_px","20"," 6","113","0.176"
"10783319","Northeast","thin","16","two_topping_px","16"," 8","201","0.079"
"10089428","West","thin","10","zero_topping_px","12"," 5"," 79","0.153"
"10039654","South","thin","14","four_topping_px","10"," 7","154","0.065"
"10641670","Northeast","deep dish","10","two_topping_px","11"," 5"," 79","0.140"
" 1887457","Northeast","thin","16","two_topping_px","18"," 8","201","0.090"
" 1451405","Midwest","stuffed","10","one_topping_px","12"," 5"," 79","0.159"
" 8839513","West","thin","18","two_topping_px","16"," 9","254","0.063"
" 9818801","South","hand-tossed","16","four_topping_px","29"," 8","201","0.144"
"11828246","West","thin","14","zero_topping_px","16"," 7","154","0.104"
" 8553662","Midwest","thin","12","two_topping_px","25"," 6","113","0.222"
" 9114020","Midwest","thin","18","three_topping_px","12"," 9","254","0.047"
" 9173458","Northeast","thin","16","four_topping_px","21"," 8","201","0.104"
" 2902667","Midwest","deep dish","12","one_topping_px","12"," 6","113","0.106"
" 9115121","Midwest","hand-tossed","14","one_topping_px"," 8"," 7","154","0.052"
" 1630910","Midwest","thin","10","zero_topping_px"," 6"," 5"," 79","0.076"
"11937257","Midwest","thin","14","zero_topping_px","11"," 7","154","0.073"
" 1713071","Midwest","thin","16","zero_topping_px","15"," 8","201","0.074"
"10018263","Midwest","thin","18","four_topping_px","21"," 9","254","0.083"
" 1753530","Midwest","deep dish","14","four_topping_px","26"," 7","154","0.172"
" 1509454","Midwest","stuffed","14","four_topping_px","16"," 7","154","0.104"
"10061560","Midwest","deep dish","10","one_topping_px","17"," 5"," 79","0.216"
" 1542811","Midwest","thin","18","zero_topping_px","15"," 9","254","0.059"
" 1753529","Midwest","deep dish","12","zero_topping_px","14"," 6","113","0.124"
" 5418737","Midwest","stuffed","16","two_topping_px","16"," 8","201","0.082"
" 7485223","South","thin","12","two_topping_px","10"," 6","113","0.086"
"10009345","Midwest","deep dish","12","three_topping_px"," 9"," 6","113","0.079"
" 3135524","Midwest","thin","14","three_topping_px","14"," 7","154","0.091"
" 9552353","Midwest","stuffed","12","two_topping_px","16"," 6","113","0.141"
" 8365951","South","hand-tossed","12","four_topping_px","16"," 6","113","0.138"
" 8532353","West","stuffed","14","four_topping_px","27"," 7","154","0.178"
"   75787","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.114"
" 9938750","West","thin","14","four_topping_px","13"," 7","154","0.086"
" 7014808","South","thin","12","zero_topping_px"," 9"," 6","113","0.079"
" 1606202","Midwest","thin","12","four_topping_px","10"," 6","113","0.088"
"  321307","Midwest","stuffed","12","two_topping_px","19"," 6","113","0.170"
" 2453293","West","hand-tossed","16","zero_topping_px","20"," 8","201","0.102"
" 1016266","Midwest","stuffed","12","zero_topping_px","16"," 6","113","0.139"
" 7086849","Midwest","thin","18","three_topping_px","23"," 9","254","0.090"
" 8252899","Midwest","thin","18","one_topping_px","18"," 9","254","0.071"
" 9114533","Midwest","deep dish","14","three_topping_px"," 9"," 7","154","0.061"
" 9186067","Northeast","hand-tossed","18","three_topping_px","10"," 9","254","0.041"
" 1412853","Midwest","thin","16","four_topping_px","24"," 8","201","0.119"
" 8635902","Northeast","thin","16","zero_topping_px","17"," 8","201","0.084"
" 8185639","Midwest","thin","10","three_topping_px","14"," 5"," 79","0.184"
"  633356","Northeast","thin","10","three_topping_px"," 6"," 5"," 79","0.076"
"10438232","South","thin","10","one_topping_px"," 3"," 5"," 79","0.038"
" 8451966","Midwest","thin","12","one_topping_px","10"," 6","113","0.092"
" 4975051","Midwest","stuffed","10","four_topping_px","13"," 5"," 79","0.162"
" 8307812","Northeast","hand-tossed","18","one_topping_px","12"," 9","254","0.045"
"10138719","South","thin","12","three_topping_px"," 7"," 6","113","0.062"
"11838319","West","hand-tossed","12","two_topping_px","11"," 6","113","0.097"
" 7954304","West","thin"," 8","three_topping_px"," 6"," 4"," 50","0.119"
" 8498716","South","hand-tossed","14","four_topping_px","17"," 7","154","0.110"
" 9114370","Midwest","hand-tossed","18","four_topping_px","12"," 9","254","0.047"
"11895414","Midwest","thin","12","four_topping_px","18"," 6","113","0.159"
" 2865845","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.107"
" 9871778","Midwest","thin","12","three_topping_px","28"," 6","113","0.248"
"10598907","Midwest","stuffed","12","zero_topping_px","16"," 6","113","0.139"
" 9346128","West","hand-tossed","16","two_topping_px","12"," 8","201","0.060"
" 2902665","Midwest","thin","20","one_topping_px","18","10","314","0.059"
" 7966851","South","hand-tossed","10","four_topping_px","26"," 5"," 79","0.328"
" 3394391","West","thin","16","two_topping_px","14"," 8","201","0.071"
" 1939865","West","hand-tossed","24","zero_topping_px","23","12","452","0.051"
" 8884496","Northeast","thin","14","three_topping_px","17"," 7","154","0.112"
"10641670","Northeast","deep dish","14","two_topping_px","18"," 7","154","0.117"
" 9955415","West","thin","10","zero_topping_px"," 9"," 5"," 79","0.114"
" 1402382","Midwest","thin","16","one_topping_px","16"," 8","201","0.081"
" 7535136","West","thin","18","one_topping_px","16"," 9","254","0.063"
" 9029176","South","thin","12","zero_topping_px","14"," 6","113","0.123"
" 4606412","Midwest","thin","14","four_topping_px","12"," 7","154","0.075"
"10648448","Midwest","hand-tossed","14","two_topping_px","14"," 7","154","0.091"
" 6820938","South","stuffed","14","zero_topping_px","29"," 7","154","0.188"
"  118532","Midwest","thin","16","three_topping_px","23"," 8","201","0.114"
" 3358068","South","hand-tossed","18","two_topping_px","16"," 9","254","0.063"
" 1738096","South","thin","10","two_topping_px","11"," 5"," 79","0.141"
" 1424386","Midwest","stuffed","18","three_topping_px","22"," 9","254","0.086"
" 9385967","Midwest","deep dish","10","zero_topping_px","14"," 5"," 79","0.178"
" 8747603","Midwest","thin","12","zero_topping_px"," 9"," 6","113","0.077"
"10276692","Midwest","thin","14","three_topping_px"," 8"," 7","154","0.052"
" 7344750","West","thin","14","two_topping_px","17"," 7","154","0.110"
" 9919111","West","thin","12","one_topping_px","15"," 6","113","0.133"
" 5445604","Midwest","hand-tossed","10","two_topping_px","10"," 5"," 79","0.133"
" 8936199","West","thin","10","zero_topping_px"," 8"," 5"," 79","0.101"
"  791611","Midwest","thin","10","four_topping_px","10"," 5"," 79","0.124"
" 9114116","Midwest","deep dish","18","zero_topping_px","19"," 9","254","0.076"
"10014761","Midwest","stuffed","16","three_topping_px","22"," 8","201","0.109"
" 8419758","Midwest","thin","24","one_topping_px","21","12","452","0.046"
" 9996921","Northeast","hand-tossed","16","one_topping_px","11"," 8","201","0.054"
" 1424497","Midwest","stuffed","14","zero_topping_px","19"," 7","154","0.126"
" 8203773","Midwest","stuffed","12","zero_topping_px","18"," 6","113","0.161"
"10636008","Midwest","thin","18","four_topping_px","17"," 9","254","0.067"
"10293515","South","thin","12","one_topping_px","10"," 6","113","0.088"
"  642315","Northeast","thin","10","two_topping_px","13"," 5"," 79","0.165"
"  281869","Midwest","hand-tossed","12","four_topping_px","24"," 6","113","0.212"
" 9854081","West","hand-tossed","12","two_topping_px","11"," 6","113","0.099"
"10394975","Midwest","stuffed","14","two_topping_px","19"," 7","154","0.125"
" 8935599","Midwest","thin","14","two_topping_px","22"," 7","154","0.143"
"  842509","Midwest","thin","16","four_topping_px","28"," 8","201","0.142"
" 9584324","Midwest","thin","12","three_topping_px","10"," 6","113","0.087"
" 7153918","Northeast","thin","16","two_topping_px","19"," 8","201","0.094"
" 1600338","Midwest","thin","12","one_topping_px","12"," 6","113","0.110"
" 8266884","Midwest","thin","17","four_topping_px","16"," 8","227","0.069"
" 8935833","Midwest","thin","20","one_topping_px","24","10","314","0.076"
"11786088","South","thin","14","one_topping_px","10"," 7","154","0.065"
" 6606664","Midwest","deep dish","14","three_topping_px","18"," 7","154","0.114"
" 3468685","Midwest","thin","12","zero_topping_px","11"," 6","113","0.098"
" 3150209","Midwest","thin","12","three_topping_px","10"," 6","113","0.086"
"  683778","Northeast","hand-tossed","16","one_topping_px","13"," 8","201","0.066"
" 8427361","West","thin","10","two_topping_px","12"," 5"," 79","0.153"
" 3392982","Midwest","stuffed","16","two_topping_px","20"," 8","201","0.102"
" 9718100","Midwest","hand-tossed","12","three_topping_px","15"," 6","113","0.130"
" 7867381","Midwest","deep dish","14","zero_topping_px","17"," 7","154","0.109"
" 9978725","Midwest","thin","12","two_topping_px","10"," 6","113","0.093"
" 1568335","Midwest","thin","16","zero_topping_px","15"," 8","201","0.075"
" 8759858","Midwest","stuffed","10","one_topping_px","13"," 5"," 79","0.162"
" 3287866","Midwest","thin","18","zero_topping_px","22"," 9","254","0.086"
"10379620","Midwest","stuffed","12","two_topping_px","16"," 6","113","0.141"
" 8088865","Midwest","thin","10","three_topping_px"," 9"," 5"," 79","0.115"
"  489578","Midwest","thin","14","zero_topping_px","22"," 7","154","0.143"
" 9923211","Midwest","thin","12","two_topping_px","11"," 6","113","0.095"
" 1487660","Midwest","thin","12","zero_topping_px","10"," 6","113","0.084"
"11828246","West","thin","18","one_topping_px","24"," 9","254","0.094"
"11804437","Northeast","thin","14","three_topping_px","19"," 7","154","0.123"
" 9995930","Midwest","stuffed"," 8","one_topping_px"," 8"," 4"," 50","0.169"
" 4522085","Northeast","thin","10","three_topping_px"," 6"," 5"," 79","0.080"
"10199708","West","thin","18","zero_topping_px","25"," 9","254","0.098"
" 8759853","Midwest","thin","10","four_topping_px","10"," 5"," 79","0.130"
"10199708","West","hand-tossed","18","zero_topping_px","25"," 9","254","0.098"
" 1943747","Midwest","thin","16","zero_topping_px","20"," 8","201","0.100"
" 9472546","Northeast","thin","16","zero_topping_px","11"," 8","201","0.055"
" 9719692","West","hand-tossed","14","four_topping_px"," 8"," 7","154","0.052"
" 9104934","Midwest","thin","14","one_topping_px","18"," 7","154","0.119"
" 4925734","Northeast","deep dish","14","two_topping_px","10"," 7","154","0.068"
" 6756804","Midwest","thin","10","four_topping_px","17"," 5"," 79","0.220"
" 9995929","Midwest","stuffed","16","zero_topping_px","19"," 8","201","0.096"
" 8873691","Midwest","hand-tossed","16","four_topping_px","21"," 8","201","0.104"
" 3023259","West","thin","15","four_topping_px","24"," 8","177","0.135"
" 8639625","West","thin","16","zero_topping_px","14"," 8","201","0.070"
"11851082","Northeast","thin","14","one_topping_px","12"," 7","154","0.078"
" 1470490","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.099"
" 9911749","Northeast","hand-tossed","16","four_topping_px","10"," 8","201","0.047"
" 6561637","Midwest","thin","14","four_topping_px","20"," 7","154","0.128"
"   34619","Midwest","stuffed","14","two_topping_px","22"," 7","154","0.143"
" 9949653","Midwest","thin","14","four_topping_px"," 8"," 7","154","0.052"
" 9476188","Midwest","hand-tossed","12","four_topping_px","23"," 6","113","0.203"
" 2877517","Midwest","thin","10","zero_topping_px"," 7"," 5"," 79","0.088"
"  606159","West","thin","16","four_topping_px","21"," 8","201","0.104"
"11857800","Midwest","deep dish","10","four_topping_px","14"," 5"," 79","0.172"
" 9693767","Midwest","hand-tossed","14","one_topping_px","10"," 7","154","0.067"
" 7780924","South","hand-tossed","12","zero_topping_px","10"," 6","113","0.088"
" 8761048","Midwest","thin","16","zero_topping_px","16"," 8","201","0.081"
" 3060785","Midwest","stuffed","12","four_topping_px","16"," 6","113","0.146"
" 8278730","Midwest","deep dish","14","one_topping_px","23"," 7","154","0.149"
" 9077906","Midwest","thin","24","one_topping_px","33","12","452","0.073"
" 9370400","South","thin","16","one_topping_px","12"," 8","201","0.060"
" 8721460","Midwest","stuffed","12","zero_topping_px","23"," 6","113","0.203"
" 3334622","Midwest","stuffed","10","zero_topping_px","13"," 5"," 79","0.171"
" 9228210","West","thin","12","one_topping_px"," 8"," 6","113","0.075"
"11844094","Midwest","thin","12","four_topping_px","19"," 6","113","0.166"
"10702973","Midwest","hand-tossed","14","four_topping_px"," 8"," 7","154","0.052"
"10379619","Midwest","thin","16","zero_topping_px","16"," 8","201","0.079"
" 7063205","Northeast","hand-tossed","12","zero_topping_px"," 9"," 6","113","0.079"
"10375159","South","hand-tossed","10","one_topping_px"," 9"," 5"," 79","0.115"
" 1574547","West","thin","10","zero_topping_px","10"," 5"," 79","0.132"
" 3617249","West","hand-tossed","15","zero_topping_px","22"," 8","177","0.123"
" 6510864","Midwest","thin","20","three_topping_px","18","10","314","0.059"
" 9648916","West","thin","18","three_topping_px","29"," 9","254","0.115"
" 3508916","Midwest","thin","12","four_topping_px","10"," 6","113","0.088"
"   37411","Midwest","stuffed","10","zero_topping_px","11"," 5"," 79","0.140"
" 4900684","Midwest","thin","18","one_topping_px","18"," 9","254","0.071"
" 8598331","Midwest","deep dish","14","two_topping_px","16"," 7","154","0.102"
" 9456181","Midwest","thin","14","one_topping_px","14"," 7","154","0.089"
" 9523486","Midwest","thin","16","four_topping_px","20"," 8","201","0.098"
"   63116","Midwest","thin","12","zero_topping_px","14"," 6","113","0.124"
"10499471","Midwest","hand-tossed","10","zero_topping_px"," 7"," 5"," 79","0.089"
" 2902758","Northeast","hand-tossed","14","zero_topping_px","12"," 7","154","0.075"
"  391773","Northeast","hand-tossed","10","two_topping_px","14"," 5"," 79","0.178"
" 7255654","Midwest","thin","14","four_topping_px","17"," 7","154","0.110"
"10383486","South","thin","14","four_topping_px","10"," 7","154","0.062"
" 9299575","South","thin","14","zero_topping_px","18"," 7","154","0.117"
" 8717040","West","thin","14","four_topping_px","21"," 7","154","0.135"
